Rank,Country,Number of Visa-Free Destinations,Year,Exports,Year_exports,Top export (2021),Imports,Year_imports,Education Index,averageIqByCountry_iqLynnBecker2019,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022,LiteracyRateAllGenders,LiteracyRateFemale,LiteracyRateMale,Year_countries_literacy_rate,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
7.0,New Zealand,186.0,2024.0,57462.0,2022,Milk,54676.0,2022,0.914,98.57,T,A-,57.3,1484.0,479.0,504.0,501.0,,,,,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,33676.7741239925,38387.6270784076,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947840005,49996.4206725811,48418.5916631992
6.0,Australia,189.0,2022.0,464517.0,2022,Iron ore,290113.0,2022,0.896,99.24,T,A,64.0,1492.0,487.0,507.0,498.0,,,,,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52147.0241942843,62609.6607161044,68078.0442283168,68198.4193446869,62558.2438786332,56758.8692027821,49918.7939327254,53954.553494614,57273.5204750079,55049.571919719,51868.2475567823,60697.2454358579,65099.8459118981
7.0,Australia,186.0,2023.0,464517.0,2022,Iron ore,290113.0,2022,0.896,99.24,T,A,64.0,1492.0,487.0,507.0,498.0,,,,,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52147.0241942843,62609.6607161044,68078.0442283168,68198.4193446869,62558.2438786332,56758.8692027821,49918.7939327254,53954.553494614,57273.5204750079,55049.571919719,51868.2475567823,60697.2454358579,65099.8459118981
8.0,Australia,185.0,2024.0,464517.0,2022,Iron ore,290113.0,2022,0.896,99.24,T,A,64.0,1492.0,487.0,507.0,498.0,,,,,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52147.0241942843,62609.6607161044,68078.0442283168,68198.4193446869,62558.2438786332,56758.8692027821,49918.7939327254,53954.553494614,57273.5204750079,55049.571919719,51868.2475567823,60697.2454358579,65099.8459118981
6.0,Czech Republic,189.0,2022.0,217731.0,2022,Cars,235919.0,2022,0.868,94.92,T,B+,51.8,1474.0,487.0,498.0,489.0,99.0,99.0,99.0,2011.0,,,,,,,,,,,,,,,,
6.0,Czech Republic,187.0,2023.0,217731.0,2022,Cars,235919.0,2022,0.868,94.92,T,B+,51.8,1474.0,487.0,498.0,489.0,99.0,99.0,99.0,2011.0,,,,,,,,,,,,,,,,
8.0,Czech Republic,185.0,2024.0,217731.0,2022,Cars,235919.0,2022,0.868,94.92,T,B+,51.8,1474.0,487.0,498.0,489.0,99.0,99.0,99.0,2011.0,,,,,,,,,,,,,,,,
6.0,Hungary,189.0,2022.0,161609.0,2022,Cars,158413.0,2022,0.802,99.24,T,B,50.0,1432.0,473.0,486.0,473.0,99.0,99.1,99.1,2021.0,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18753.0469453539,18390.1849993244
7.0,Hungary,186.0,2023.0,161609.0,2022,Cars,158413.0,2022,0.802,99.24,T,B,50.0,1432.0,473.0,486.0,473.0,99.0,99.1,99.1,2021.0,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18753.0469453539,18390.1849993244
9.0,Hungary,183.0,2024.0,161609.0,2022,Cars,158413.0,2022,0.802,99.24,T,B,50.0,1432.0,473.0,486.0,473.0,99.0,99.1,99.1,2021.0,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18753.0469453539,18390.1849993244
6.0,Poland,189.0,2022.0,432435.0,2022,Car parts,358593.0,2022,0.845,96.35,T,B,45.6,1477.0,489.0,499.0,489.0,100.0,99.8,99.8,2021.0,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12504.2501856093,13776.3883624327,13010.7555868425,13558.3411314221,14181.9486817352,12560.051419682,12378.8117641782,13815.4999463758,15504.5089370714,15700.0135796738,15816.8204021382,18050.2794441161,18688.0044867103
6.0,Poland,187.0,2023.0,432435.0,2022,Car parts,358593.0,2022,0.845,96.35,T,B,45.6,1477.0,489.0,499.0,489.0,100.0,99.8,99.8,2021.0,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12504.2501856093,13776.3883624327,13010.7555868425,13558.3411314221,14181.9486817352,12560.051419682,12378.8117641782,13815.4999463758,15504.5089370714,15700.0135796738,15816.8204021382,18050.2794441161,18688.0044867103
10.0,Poland,182.0,2024.0,432435.0,2022,Car parts,358593.0,2022,0.845,96.35,T,B,45.6,1477.0,489.0,499.0,489.0,100.0,99.8,99.8,2021.0,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12504.2501856093,13776.3883624327,13010.7555868425,13558.3411314221,14181.9486817352,12560.051419682,12378.8117641782,13815.4999463758,15504.5089370714,15700.0135796738,15816.8204021382,18050.2794441161,18688.0044867103
7.0,Canada,188.0,2022.0,721859.0,2022,Petroleum,567826.0,2022,0.893,99.52,T,A,61.2,1519.0,497.0,515.0,507.0,,,,,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46374.1527517191,43562.4358311849,52515.1998350503,55522.445687688
7.0,Canada,186.0,2023.0,721859.0,2022,Petroleum,567826.0,2022,0.893,99.52,T,A,61.2,1519.0,497.0,515.0,507.0,,,,,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46374.1527517191,43562.4358311849,52515.1998350503,55522.445687688
8.0,Canada,185.0,2024.0,721859.0,2022,Petroleum,567826.0,2022,0.893,99.52,T,A,61.2,1519.0,497.0,515.0,507.0,,,,,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46374.1527517191,43562.4358311849,52515.1998350503,55522.445687688
7.0,Lithuania,188.0,2022.0,61386.0,2022,Petroleum,55110.0,2022,0.87,95.89,T,B,46.3,1431.0,475.0,484.0,472.0,100.0,99.8,99.8,2021.0,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175,20381.8557827478,23849.6156993566,25064.808914729
8.0,Lithuania,185.0,2023.0,61386.0,2022,Petroleum,55110.0,2022,0.87,95.89,T,B,46.3,1431.0,475.0,484.0,472.0,100.0,99.8,99.8,2021.0,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175,20381.8557827478,23849.6156993566,25064.808914729
10.0,Lithuania,182.0,2024.0,61386.0,2022,Petroleum,55110.0,2022,0.87,95.89,T,B,46.3,1431.0,475.0,484.0,472.0,100.0,99.8,99.8,2021.0,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175,20381.8557827478,23849.6156993566,25064.808914729
7.0,United States,188.0,2022.0,3011859.0,2022,Petroleum,3375948.0,2022,0.883,97.43,T,A+,74.9,1468.0,465.0,499.0,504.0,,,,,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,48650.6431283336,50065.9665041742,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76329.5822652029
7.0,United States,186.0,2023.0,3011859.0,2022,Petroleum,3375948.0,2022,0.883,97.43,T,A+,74.9,1468.0,465.0,499.0,504.0,,,,,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,48650.6431283336,50065.9665041742,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76329.5822652029
7.0,United States,186.0,2024.0,3011859.0,2022,Petroleum,3375948.0,2022,0.883,97.43,T,A+,74.9,1468.0,465.0,499.0,504.0,,,,,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,48650.6431283336,50065.9665041742,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76329.5822652029
8.0,Estonia,187.0,2022.0,32511.0,2022,Wood,27002.0,2022,0.876,100.72,T,B,49.5,1547.0,510.0,526.0,511.0,100.0,99.9,99.9,2021.0,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23424.4847073518,23595.2436836441,27943.701219882,28247.095992497
10.0,Estonia,183.0,2023.0,32511.0,2022,Wood,27002.0,2022,0.876,100.72,T,B,49.5,1547.0,510.0,526.0,511.0,100.0,99.9,99.9,2021.0,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23424.4847073518,23595.2436836441,27943.701219882,28247.095992497
11.0,Estonia,181.0,2024.0,32511.0,2022,Wood,27002.0,2022,0.876,100.72,T,B,49.5,1547.0,510.0,526.0,511.0,100.0,99.9,99.9,2021.0,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23424.4847073518,23595.2436836441,27943.701219882,28247.095992497
9.0,Latvia,186.0,2022.0,28854.0,2022,Wood,27894.0,2022,0.872,94.79,T,B,45.8,1452.0,483.0,494.0,475.0,100.0,99.9,99.9,2021.0,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217,18096.2027073394,20930.3982374189,21779.5042572825
9.0,Latvia,184.0,2023.0,28854.0,2022,Wood,27894.0,2022,0.872,94.79,T,B,45.8,1452.0,483.0,494.0,475.0,100.0,99.9,99.9,2021.0,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217,18096.2027073394,20930.3982374189,21779.5042572825
11.0,Latvia,181.0,2024.0,28854.0,2022,Wood,27894.0,2022,0.872,94.79,T,B,45.8,1452.0,483.0,494.0,475.0,100.0,99.9,99.9,2021.0,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217,18096.2027073394,20930.3982374189,21779.5042572825
9.0,Slovakia,186.0,2022.0,114157.0,2022,Cars,115215.0,2022,0.819,96.32,T,B-,43.6,1373.0,464.0,462.0,447.0,,,,,,,,,,,,,,,,,,,,
9.0,Slovakia,184.0,2023.0,114157.0,2022,Cars,115215.0,2022,0.819,96.32,T,B-,43.6,1373.0,464.0,462.0,447.0,,,,,,,,,,,,,,,,,,,,
10.0,Slovakia,182.0,2024.0,114157.0,2022,Cars,115215.0,2022,0.819,96.32,T,B-,43.6,1373.0,464.0,462.0,447.0,,,,,,,,,,,,,,,,,,,,
9.0,Slovenia,186.0,2022.0,56400.0,2022,Packaged medications,59722.0,2022,0.898,98.6,T,B+,51.5,1454.0,485.0,500.0,469.0,,,,,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032,25558.4290544506,29331.0647010043,28439.3340989687
9.0,Slovenia,184.0,2023.0,56400.0,2022,Packaged medications,59722.0,2022,0.898,98.6,T,B+,51.5,1454.0,485.0,500.0,469.0,,,,,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032,25558.4290544506,29331.0647010043,28439.3340989687
11.0,Slovenia,181.0,2024.0,56400.0,2022,Packaged medications,59722.0,2022,0.898,98.6,T,B+,51.5,1454.0,485.0,500.0,469.0,,,,,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032,25558.4290544506,29331.0647010043,28439.3340989687
10.0,Iceland,185.0,2022.0,12867.0,2022,Aluminium,9764.0,2022,0.938,98.26,T,B+,52.0,1342.0,459.0,447.0,436.0,,,,,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,58848.41812446,68710.2442005473,73466.7786674708
11.0,Iceland,182.0,2023.0,12867.0,2022,Aluminium,9764.0,2022,0.938,98.26,T,B+,52.0,1342.0,459.0,447.0,436.0,,,,,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,58848.41812446,68710.2442005473,73466.7786674708
12.0,Iceland,180.0,2024.0,12867.0,2022,Aluminium,9764.0,2022,0.938,98.26,T,B+,52.0,1342.0,459.0,447.0,436.0,,,,,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,58848.41812446,68710.2442005473,73466.7786674708
11.0,Croatia,184.0,2022.0,41952.0,2022,Petroleum,44115.0,2022,0.791,95.75,T,C+,38.5,1421.0,463.0,483.0,475.0,99.0,99.2,99.7,2021.0,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345
16.0,Croatia,176.0,2023.0,41952.0,2022,Petroleum,44115.0,2022,0.791,95.75,T,C+,38.5,1421.0,463.0,483.0,475.0,99.0,99.2,99.7,2021.0,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345
17.0,Croatia,173.0,2024.0,41952.0,2022,Petroleum,44115.0,2022,0.791,95.75,T,C+,38.5,1421.0,463.0,483.0,475.0,99.0,99.2,99.7,2021.0,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345
11.0,United Arab Emirates,184.0,2022.0,753000.0,2022,Petroleum,248418.0,2022,0.751,82.05,T,C+,35.9,1280.0,431.0,432.0,417.0,98.0,97.2,98.8,2022.0,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,35392.2609669642,42078.6138125427,44386.7860789846,45729.6076756823,46865.9645983676,41525.1389031283,41054.5395699204,43063.9674770763,46722.2687183733,45376.1708381558,37629.1741687956,44332.3400513163,53707.9800809111
14.0,United Arab Emirates,179.0,2023.0,753000.0,2022,Petroleum,248418.0,2022,0.751,82.05,T,C+,35.9,1280.0,431.0,432.0,417.0,98.0,97.2,98.8,2022.0,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,35392.2609669642,42078.6138125427,44386.7860789846,45729.6076756823,46865.9645983676,41525.1389031283,41054.5395699204,43063.9674770763,46722.2687183733,45376.1708381558,37629.1741687956,44332.3400513163,53707.9800809111
15.0,United Arab Emirates,176.0,2024.0,753000.0,2022,Petroleum,248418.0,2022,0.751,82.05,T,C+,35.9,1280.0,431.0,432.0,417.0,98.0,97.2,98.8,2022.0,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,35392.2609669642,42078.6138125427,44386.7860789846,45729.6076756823,46865.9645983676,41525.1389031283,41054.5395699204,43063.9674770763,46722.2687183733,45376.1708381558,37629.1741687956,44332.3400513163,53707.9800809111
12.0,Cyprus,182.0,2022.0,25951.0,2022,Boats,11889.0,2022,0.768,93.39,T,C+,38.5,1210.0,418.0,411.0,381.0,99.0,99.2,99.6,2021.0,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,31023.267578125,32395.75390625,28910.74609375,27727.53515625,27162.322265625,23408.44140625,24605.349609375,26608.6953125,29335.046875,29420.0,28281.42578125,32745.84375,32048.240234375
13.0,Cyprus,180.0,2023.0,25951.0,2022,Boats,11889.0,2022,0.768,93.39,T,C+,38.5,1210.0,418.0,411.0,381.0,99.0,99.2,99.6,2021.0,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,31023.267578125,32395.75390625,28910.74609375,27727.53515625,27162.322265625,23408.44140625,24605.349609375,26608.6953125,29335.046875,29420.0,28281.42578125,32745.84375,32048.240234375
15.0,Cyprus,176.0,2024.0,25951.0,2022,Boats,11889.0,2022,0.768,93.39,T,C+,38.5,1210.0,418.0,411.0,381.0,99.0,99.2,99.6,2021.0,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,31023.267578125,32395.75390625,28910.74609375,27727.53515625,27162.322265625,23408.44140625,24605.349609375,26608.6953125,29335.046875,29420.0,28281.42578125,32745.84375,32048.240234375
12.0,Liechtenstein,182.0,2022.0,,,,2188.0,2018,,,,,,,,,,,,,,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,141466.827324144,158603.608966707,149461.78557146,173659.411799089,179467.516166777,167809.269874833,165845.995200652,170875.682067431,175286.679024684,167259.160311816,165287.186766512,197504.548936258,
13.0,Liechtenstein,180.0,2023.0,,,,2188.0,2018,,,,,,,,,,,,,,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,141466.827324144,158603.608966707,149461.78557146,173659.411799089,179467.516166777,167809.269874833,165845.995200652,170875.682067431,175286.679024684,167259.160311816,165287.186766512,197504.548936258,
14.0,Liechtenstein,178.0,2024.0,,,,2188.0,2018,,,,,,,,,,,,,,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,141466.827324144,158603.608966707,149461.78557146,173659.411799089,179467.516166777,167809.269874833,165845.995200652,170875.682067431,175286.679024684,167259.160311816,165287.186766512,197504.548936258,
12.0,Malaysia,182.0,2022.0,299656.0,2022,Integrated circuits,295092.0,2022,0.638,87.58,T,C+,35.5,1213.0,409.0,416.0,388.0,95.0,93.6,96.2,2019.0,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,8880.14580454109,10209.3719445027,10601.5104558966,10727.6690215542,11045.5801207599,9699.60046342736,9555.66959336559,9979.70447282371,11073.9789704691,11132.1027429418,10164.344431073,11134.6229528189,11993.1876132994
12.0,Malaysia,182.0,2023.0,299656.0,2022,Integrated circuits,295092.0,2022,0.638,87.58,T,C+,35.5,1213.0,409.0,416.0,388.0,95.0,93.6,96.2,2019.0,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,8880.14580454109,10209.3719445027,10601.5104558966,10727.6690215542,11045.5801207599,9699.60046342736,9555.66959336559,9979.70447282371,11073.9789704691,11132.1027429418,10164.344431073,11134.6229528189,11993.1876132994
13.0,Malaysia,179.0,2024.0,299656.0,2022,Integrated circuits,295092.0,2022,0.638,87.58,T,C+,35.5,1213.0,409.0,416.0,388.0,95.0,93.6,96.2,2019.0,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,8880.14580454109,10209.3719445027,10601.5104558966,10727.6690215542,11045.5801207599,9699.60046342736,9555.66959336559,9979.70447282371,11073.9789704691,11132.1027429418,10164.344431073,11134.6229528189,11993.1876132994
13.0,Bulgaria,179.0,2022.0,60712.0,2022,Copper,58091.0,2022,0.721,90.99,T,B-,43.3,1242.0,417.0,421.0,404.0,98.0,98.2,98.7,2021.0,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,6863.66706774052,7857.16706984441,7430.7373804242,7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9447.65589681469,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792
15.0,Bulgaria,177.0,2023.0,60712.0,2022,Copper,58091.0,2022,0.721,90.99,T,B-,43.3,1242.0,417.0,421.0,404.0,98.0,98.2,98.7,2021.0,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,6863.66706774052,7857.16706984441,7430.7373804242,7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9447.65589681469,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792
17.0,Bulgaria,173.0,2024.0,60712.0,2022,Copper,58091.0,2022,0.721,90.99,T,B-,43.3,1242.0,417.0,421.0,404.0,98.0,98.2,98.7,2021.0,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,6863.66706774052,7857.16706984441,7430.7373804242,7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9447.65589681469,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792
13.0,Romania,179.0,2022.0,129165.0,2022,Cars,132700.0,2022,0.729,86.88,T,C+,39.4,1284.0,428.0,428.0,428.0,99.0,98.7,99.1,2021.0,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8397.80917311457,9560.15942530942,8930.72991164974,9497.20647561211,10031.3421526698,8976.9544892648,9404.38125929526,10727.9708633184,12494.4235789649,12957.9991142218,13047.4566563993,14946.624968678,15786.8017421977
